,fund,matched_firm,firm_confidence,cik_no_fund,form_d_fund_id,crd_no_firm,form_adv_firm_id
3659,Arixa Secured Income Fund,Priority Senior Secured Income Management,0.9682599123736734,1490898,32526,165500,
3660,Gmo Multi Strategy Fund Onshore A Series Of Gmo Master Portfolios Onshore,S,1.0,1274514,29453,108401,
3661,Intuity Medical,Medici,0.8998642882152905,1484074,32383,315941,
3662,Poly Shield Technologies,Polaris Technologies,0.6662346095845141,1143238,23336,306805,
3663,Granite Point Capital  Dragons China Opportunities Fund,Granite Point Capital,0.9307355730223724,1636773,36577,138225,4898.0
3664,Goldentree Credit Opportunities,Annaly Credit Opportunities Management,0.7633158709169466,1430316,31296,299542,
3665,Aurelius Capital International Ii,Aurelius Capital Management,0.7549817543670347,1613483,35847,157325,4256.0
3666,Ullico Diversified International Equity Fund,Adams Diversified Equity Fund,0.7777332927820096,1374721,57084,281263,2103.0
3667,Va Fund I A Series Of Dv Deals,S,1.0,1789691,60228,108401,
3668,Nwq Investment Management,Nwq Investment Management,0.0,763848,574,107172,7487.0
3669,Pl Capital Focused Fund,Capital Focus,0.7017673434524622,1304586,29738,152149,
3670,Ts International Small Cap Equity Fund,Equity International,0.8213570429046315,1547430,33832,156961,
3671,Vinyl Products,Spm Products,0.8613917626184704,1409014,24286,141581,8126.0
3672,Schroder Frontier Markets Equity Portfolio,Providence Equity Capital Markets,0.9959800963905161,1596170,35228,155669,
3673,Horizon Credit Opportunities Offshore Fund,Bregal Sagemount Credit Opportunities Fund Ii O Gp,0.883431164169041,1423791,31201,301414,
3674,Vivo Capital Fund Ix E,Vivo Capital,0.870123601280888,1789681,60219,159868,449.0
3675,Indus Pacific Opportunities Fund,Industrial Opportunity Partners,0.83965744579397,1352812,30221,156994,
3676,Kalo Capital Management,Kalo Capital Management,0.0,1513907,56606,157232,56606.0
3677,Cognovi Labs,Cognovio Capital,0.9072192532453317,1696081,38987,313794,
3678,Mondrian International Equity Esg Fund,Equity International,0.8769804046165711,1678639,38307,156961,
3679,Emerson Park Endeavors,Endeavor Advisors,0.8588653264890592,1767227,45095,309563,
3680,Corum Convictions,Th Construction,0.849563035060068,1678544,57458,167409,
3681,Fund Eq Zpr A Series Of Equidate Investments,Private Equity Investments,0.998601293361967,1758083,43678,123527,
3682,Marshall Wace Funds Mw Global Opportunities Us Fund,Eschaton Opportunities Fund Management,0.9053868713763125,1552909,33996,285575,
3683,Zalicony Hnw Ppva Series Account ,S,0.9999999999999999,351754,26281,108401,
3684,Kbi Dst Emerging Market Esg Fund An Investment Fund Of Kbi Delaware Statutory Trust,S,1.0,1626563,36214,108401,
3685,Canntrust Holdings,Management Holdings,0.7039743116985892,1652499,37191,154100,
3686,Eneura,Entrepreneurshares,0.9853557240516382,1561799,34234,153615,6845.0
3687,Rodney Square Global Alpha Opportunities Fund,Macquarie Global Opportunities Partners,0.860967870016331,1694471,38926,146688,
3688,Iho Agro International,Inveco International,0.9645570430104157,1635538,25076,157997,
3689,Juhl Clean Energy Assets,Clean Energy Capital,0.8540421395667566,1723412,40761,133013,
3690,Vcm Core Alternative Fund,Alternative Fund Advisors,0.8077277767405671,1576420,34681,313109,
3691,Arrowgrass Equity Focus,Arrowgrass Capital Partners Us,0.936722805163451,1483362,32365,157179,3489.0
3692,William Blair International Leaders Fund,William Blair Capital Partners,0.8905396598701838,1697227,39032,107416,
3693,Oaktree Senior Loan Fund,Oaktree Fund Advisors,0.7696561893800886,1456947,31741,290193,122535.0
3694,Sra Select Equity Portfolio,Select Portfolio Management,0.8405549024622275,1416785,31090,107228,
3695,Realty Mogul,Mogul Wealth Management,0.7675816553540982,1572810,34540,144711,
3696,Oceanwood Opportunites Fund,Oceanwood Capital,0.8913591036228359,1461025,31920,296850,
3697,Wvp Emerging Manager Onshore Fund Cobia Series,S,1.0,1670301,37852,108401,
3698,Cardigant Medical,Medici,0.8288370434860678,1491487,24687,315941,
3699,Teladoc,Selador Capital Management,0.9880753891446872,1477449,32265,162408,
3700,El Silencio Holdings,Management Holdings,0.8451323263994084,1610724,35747,154100,
3701,Rhino Labs,Rhino Financial,0.8560665307810299,1706048,39638,108106,
3702,Target Group, Group,0.8481142310350235,1586554,25000,289923,
3703,Thunder Mountain Gold,Th Mountain,0.8555688503339919,711034,25173,285804,
3704,Schf Cayman,Schf Gpe,0.8700716875380051,1519799,33165,157389,8112.0
3705,Two Sigma Absolute Return Macro Cayman Fund,Two Sigma Ventures,0.9213576417851088,1613244,35836,295416,146369.0
3706,Southern National Bancorp Of Virginia,Financial Advisors Of Virginia,0.9181645676872763,1325670,29947,118869,
3707,Acadian Global Leveraged Market Neutral Fund,S,0.9999999999999999,1560191,34189,108401,
3708,Thunderstruck Resources,Capital Resources,0.9853523671213403,1536811,33543,115573,
3709,Kwipped,S,0.9999999999999999,1643774,36871,108401,
3710,Tiger Global,Tiger Global Management,0.43154623569699835,1457208,31747,160318,160.0
3711,Opex Capital Partners Fund,Opex Capital Management,0.8229842089066726,1559408,34164,164786,
3712,Hedgepremier Millennium Usa Sc,Millennium Management,0.9177457745932608,1530551,33427,158117,2882.0
3713,Caribbean Sustainable Fisheries,Sisters Sustainable Management,0.9409195647587794,1353353,30228,159207,
3714,Vancouver Covenant Group Ii,Fort Vancouver Investment Management,0.8881441576619296,1789396,60181,157019,
3715,Causeway Capital Holdings,Sage Capital Holdings,0.7817858770994699,1655681,37285,154306,
3716,Hhep Oilfield Expendables,S,1.0,1679917,38386,108401,
3717,Fund Eq Dyi A Series Of Equidate Investments,Private Equity Investments,0.9904024639018821,1758084,43679,123527,
3718,Pre Brands,Venice Brands,0.7653691856697336,1679871,55008,307937,
3719,Intermetro Communications,Alta Communications,0.7162721879197783,1160142,23379,162041,
3720,Scuderi Holyoke,Holyoke Partners,0.886383339133433,1718879,40478,137508,
3721,Schf Us,Schf Gpe,0.8075277406581862,1482896,32359,157389,8112.0
3722,New Hazard Bancorp,S,1.0000000000000002,1784317,55201,108401,
3723,Tungsten,S,1.0,1475065,24636,108401,
3724,Eminence Partners Ii,Em Partners,0.7921692976446671,1196933,29050,160778,
3725,Platform Athletics,Platform Capital,0.8842424727410956,1687503,38657,226582,
3726,Hcp Absolute Return Fund Offshore Feeder Ai,Absolute Return Advisors,0.9591608724888951,1300115,29682,42938,
3727,Ps Latin America Onshore,Lap Latin American Partners,0.9728000367662443,1598957,35309,166980,
3728,Tricida,S,1.0,1595585,35210,108401,
3729,Jefferson Street Investors Green,Main Street Investors,0.8260730746826023,1766615,44799,299291,
3730,Fundamental Credit Opportunities Offshore,Annaly Credit Opportunities Management,0.815869872744417,1591708,35102,299542,
3731,Climate Impact Solutions Fund Cayman,Galvanize Climate Solutions,0.9746413353067633,1744116,42712,316994,
3732,Eddleman Growth Fund,Eddleman,0.7823801584696811,1715833,40298,137095,
3733,Waterfront Cp Enhanced Offshore Fund,S,1.0,1694901,58457,108401,
3734,Evince Overture Onshore Fund,Level One Fund,0.9997032292126196,1789570,60204,318696,
3735,Mondrian Emerging Markets Small Cap Equity Fund,Emerson Equity,0.9572047164608106,1534375,33508,130032,
3736,Ecotality,Ecor Capital,0.8634846377539889,1301206,23707,167121,496.0
3737,Cmwa Mid Cap Partnership,Capital Stewardship Partners,0.9461488521908036,1411361,31000,284974,
3738,Ullico International Group Trust,International Investment Trust,0.8690356667630489,1465719,57089,109056,
3739,Africa Emerging Markets Fund,Esemplia Emerging Markets,0.8839713325048414,1603096,35455,159125,
3740,Corporate Credit Investment Strategies,Investment Strategies,0.6922462805610367,1461109,31937,155481,
3741,Acadian Global Managed Volatility Equity Fund,Pr Equity Fund Management,0.8941917149412061,1442329,31504,317652,
3742,Trimax,Trimaran Capital,0.9163637044825862,1094651,22818,169022,
3743,Stl Marketing Group,Sterling Markets Group,0.7201573368624913,1569055,24955,169657,
3744,Endonovo Therapeutics,Ennovo Capital,0.9840665180308997,1528172,24844,304378,
3745,Realized Holdings,Red Hills Holdings,0.8245017199861238,1779768,51803,291642,
3746,Digipathinc,Digital Finance,0.9413908410017211,1502966,24744,285917,71230.0
3747,Banyan Rail Services,Rai Financial Services,0.8952382918460098,764897,21354,128596,
3748,Ibex Behavioral Finance Fund ,Ara Behavioral,0.9580989633794003,1685622,60072,133625,
3749,Blackstone Energy Partners Iii Lux Scsp,Blackstone Management Partners Iii,0.8396782466050805,1743957,55691,109103,
3750, Capital Bond Fund,Ares Bound Capital,0.7616547753008942,1431317,31311,310218,
3751,Equityzen Growth Technology Fund Series ,Growth Technology Partners,0.834682076953811,1765460,44479,298153,
3752,Cannabis Sativa,Sabia Capital,0.9340521309492019,1360442,23978,291493,
3753,Whitebox Kfa Advantage,Whitebox Advisors,0.8032137117710877,1668424,37752,121995,229.0
3754,Nutrafuels,S,0.9999999999999999,1563463,24933,108401,
3755,Crestview Partners Iv Ff,Crestview Partners,0.7033843670253717,1741469,42435,157488,87615.0
3756,Global Access Master Spc,Access Global Advisors,0.8137336379060102,1414428,31049,153680,
3757,Lucina Health,Wealth Health,0.9114350474078724,1445426,31546,130951,
3758,Sunnymeath Partners,Sunnymeath Asset Management,0.7969656526305621,1407760,30949,129934,5562.0
3759,Nebulous,Nebula Capital Management,0.8549273271488267,1615628,35907,155086,4647.0
3760,Neon Liberty Wei Ji Master Fund,Neon Liberty Capital Management,0.9360855236225045,1463727,58201,139186,5195.0
3761,Stevia First,Stevens Foster Financial Advisors,0.9390323940171055,1438943,24497,115752,
3762,Great Plains Ethanol,Great Plains Capital,0.8772332084127331,1135568,23276,320762,
3763,Farmer The Belle,S,0.9999999999999999,1695284,54709,108401,
3764,Bestest,Best Invest,0.674843516192726,1716474,40340,297599,
3765,Symbid,Symbiosis Capital Partners,0.8501304755502713,1532595,24856,316599,
3766,Online Disruptive Technologies,Disruptive Technologies,0.49008509168755077,1498380,32669,297473,
3767,Summit Rock Select Equity Portfolio,Summit Portfolio Management,0.8703626148627683,1416785,31090,111243,
3768,Cove Dulles Distribution Dst,Valor Consulting Distribution,0.9011971754910418,1789409,60184,307656,
3769,Elion Real Estate Fund V,Beach Real Estate Funds,0.8231798219660331,1797068,73413,313424,
3770,Capital Group Opportunistic Fund,Cobro Opportunity Fund Gp,0.8193200466944418,1107982,28469,309434,
3771,Cogito,Cogito Capital Partners,0.8269730375363609,1629045,57328,307931,
3772,Bluestone Medical,Bluestone Capital Management,0.8792930164075277,1730535,41277,157841,
3773,Appaccord,Appi,0.8957228524290203,1681361,38438,299573,
3774,Blueprint Capital Reit,Blueprint Capital Management,0.6378051910971304,1586421,34979,307983,
3775,Vesiflo,Iifl,0.8619097975997277,1630392,36339,146557,
3776,Intrinsic Edge Capture,Intrinsic Edge Capital Management,0.671527935745849,1482814,54003,285034,6217.0
3777,Lanx Offshore Partners,Mark Offshore Management,0.8649999911624979,1178079,55265,109455,
3778,Neonode,Neocap,0.9781484929235994,87050,21059,287684,
3779,Pura Vida Spv I,Pura Vida Investments,0.8053835722454133,1615286,35899,166703,5251.0
3780,Real Mccoy Spirits,S,1.0,1596986,58427,108401,
3781,Amkor Green,Amk Capital Management,0.9702111043329703,1535785,33535,285414,
3782,Hinde Gold Feeder Fund,Golden Seeds Fund  Management,0.8953971355290782,1523431,33248,162576,
3783,Exo Imaging,Exo Trading Gp,0.9659130505340534,1696992,39018,306425,
3784,Rigquipment Finance,S,1.0,1603591,35471,108401,
3785,Nd Century Group,St Century Group,0.7222058490131642,1347858,23916,163160,
3786,Isam Systematic Trend,Gam Systematic Llp,0.8542366145978291,1590873,35077,287540,5246.0
3787,Blackrock Credit Alpha Offshore Fund,Blackrock Fund Advisors,0.8885731539769651,1588270,35018,105247,114.0
3788,Shelfbucks,Wlfb,0.9992875482381343,1606392,35587,172296,
3789,Tpg Personnel Viii,Tpg Pep Advisors,0.9439217163524376,1789500,60192,171288,
3790,Lazarus Israel Opportunities Fund Lllp,Eschaton Opportunities Fund Management,0.9707894587388983,1539956,60030,285575,
3791,Flexe,Flex Capital,0.8830186582684902,1659157,37403,290069,
3792,Ardelyx,S,1.0,1437402,31420,108401,
3793,Matterport,The Patterson Capital Corporation,0.9313657772248489,1544035,33708,105507,
3794,Cmwa Large Cap Partnership,Smart Partnership Capital,0.9302572585071927,1442547,31511,317191,
3795,Lazarus Behavioral Finance Fund Offshore,S,1.0,1703014,60080,108401,
3796,Woodson Capital Partners,Woodson Capital Management,0.6797350526502636,1479446,55455,161644,6134.0
3797,Welton Global Quantitative Equity Fund,Weston Global Equity Advisers,0.855100671332046,1646340,36970,283166,
3798,Orbital Tracking,Orbimed Capital,0.9660132985939106,1058307,22394,120188,11898.0
3799,Bondscom Group,Bour Group,0.9376135300668494,1179090,23512,132913,
3800,Sondermind,Windermere Capital,0.9520901856299221,1726194,40949,313746,
3801,Thames Absolute Return Fund,The Absolute Return,0.6252404171809445,1694053,38907,153518,
3802,Ico Therapeutics,S,0.9999999999999999,1421642,31159,108401,
3803,Nut Tree Onshore Fund,Nut Tree Capital Management,0.9204196948335726,1666723,37676,282219,20835.0
3804,Discus Feeder,Direct File Feed,0.9971632429445122,1466117,32059,164536,
3805,Ihookup Social,S,0.9999999999999999,1414043,24318,108401,
3806,Lochridge Energy Onshore,Bainbridge Energy Management,0.9913507706350063,1512526,32972,282821,
3807,L Capital Ro,L Capital,0.6274193315608638,1768769,45891,277098,
3808,Carmen Nhp,S,1.0,1789328,60173,108401,
3809,Inozyme Pharma,S,1.0,1693011,38859,108401,
3810,Galvanize,Galvanize Wealth,0.4668666458815882,1609551,60045,306256,
3811,Quidient,Quid Capital,0.8413278500025259,1627495,36243,307242,
3812,Senator Global Opportunity Fund,Cobro Opportunity Fund Gp,0.7256965266422849,1440518,31478,309434,
3813,Senator Global Opportunity Offshore Fund Ii,Cobro Opportunity Fund Gp,0.8543164835820214,1605520,35549,309434,
3814,Revach Fund,Mach Funds,0.8029071164012277,1497073,32652,319636,
3815,Fqs Alternatives Multi Manager Multi Strategy Series,Multi Strategy Management,0.7247858257360431,1681181,38432,290253,
3816,Serengeti Opportunities,Unearthing Opportunities,0.7666794031134859,1413335,31032,317403,
3817,Mercer Diocese Of Brooklyn Growth Strategy,Brooklyn Fi,0.9919864303159157,1649415,37081,292115,156854.0
3818,Go Green Global Technologies,K Global Technology,0.7057209286009748,1378866,24099,301937,
3819,Vardagen,Varde Management,0.8312048726590798,1777430,50579,148949,5349.0
3820,Courage Special Situations Fund,Vep Special Situations Fund ,0.5909276706352617,1324669,29937,281940,
3821,Nhit: World Credit Asset Trust,S,0.9999999999999999,1584089,34928,108401,
3822,Nwq Investment Management Company,Nwq Investment Management Company,0.0,763848,574,121876,574.0
3823,Pax Labs,Financial Labs,0.8408451849340189,1520049,55819,130660,
3824,Washington Gas Light,Washington Capital Management,0.8573641967695729,104819,21094,105253,2207.0
3825,Tortoise Commingled Mlp Fund,S,1.0,1609584,55283,108401,
3826,Clean Energy Venture Fund I,Clean Energy Venture Management,0.5689042455720589,1724110,56645,292055,
3827,Rockrose Capital,Rockrose Capital Management,0.4218822948513615,1401738,30845,141405,
3828,U S Precious Metals,S,1.0,1286181,23652,108401,
3829,Capstone Financial Group,Capstone Financial Group,0.0,1558432,24922,299819,81688.0
3830,Duo World,S,1.0,1635136,25075,108401,
3831,Fresenius Medical Care Sloans Lake,S,1.0,1764920,44377,108401,
3832,Flasr,Invesra,0.9982261994422982,1577189,24979,125515,
3833,Townsend Real Estate Fund,Townsend,0.821086486688962,1630207,36326,113681,7849.0
3834,Post Senior Loan Fund,Nuveen Senior Loan Asset Management,0.9838065540220815,1566589,34342,109393,
3835,Toughbuilt Industries, Industries,0.9048492786787573,1668370,37747,323356,
3836,Fir Tree International Value Fund Uste,International Value Advisers,0.8730371668680706,1560982,34214,146105,3415.0
3837,Orangehook,S,1.0,1503985,24749,108401,
3838,Lighting Science Group,Lightning Capital Management Group,0.8457728283464895,866970,21713,292535,
3839,Coli Vul  Series Account,S,1.0,1157174,28763,108401,
3840,Ps Opportunities Onshore,Magic Opportunities Management,0.8665042845608955,1468771,32127,313983,
3841,Nationwide Private Placement Variable Account ,Nationwide Separate Accounts,0.8350642776478111,1213556,29121,125143,12772.0
3842,Force Capital Ii,Force Capital Management,0.710230714530775,1460004,31855,160653,2841.0
3843,Honeyfi,Moneyfront,0.8837625893803239,1690952,55957,158356,
3844,Neuberger Berman Dynamic Beta Navigator Fund,Neuberger Berman Management,0.8259502185335007,1617282,35969,5493,7620.0
3845,Nutriband,S,0.9999999999999999,1676047,25114,108401,
3846,Realsource Residential,Retirement Resources,0.8038733980547355,1174891,23487,151889,
3847,Gp Diversified Growth Strategies,Diversified Strategies,0.6337395160800171,1473970,32212,165398,
3848,Lingerfelt Commonwealth Income Fund,Lingerfelt Commonwealth Partners,0.6298329284569127,1641817,57887,166899,
3849,Fox Point Gulf Currencies Opportunity Fund,Mcintyre Investment Opportunity Fund Management,0.9629273384109933,1685338,60069,170135,
3850,Stadium Capital Partners L P,Vitalium Capital Partners,0.7708550250689645,1076204,28246,313293,
3851,Manhattan Pharmaceuticals,Leerink Pharmaceutical Investments,0.8746818789341825,1001316,22057,172514,
3852,Cornwall Domestic,Cornwall Capital Management,0.8871913756302454,1523053,33240,161451,
3853,Viking Global Equities Iii,Viking Global Investors,0.7992046960253721,1090508,28345,132272,227.0
3854,We, West,0.9475819928194106,1533523,33488,310460,
3855,Ravenswood Investment,Gaineswood Investment Management,0.7705438633691554,1527269,33352,121715,
3856,Cerus Endovascular,S,1.0,1676056,56479,108401,
3857,Beach Point Access,Access Point,0.6468882207846328,1460049,31863,146735,
3858,Intrinsic Edge Partners,Intrinsic Edge Capital Management,0.7060465270074754,934130,53985,285034,6217.0
3859,Ajo Emerging Markets Small Cap Fund,Capitalworks Emerging Markets Advisor,0.9851331853082311,1694312,54568,309921,
3860,Boothbay Absolute Return Strategies,Absolute Return Strategies,0.6059077425887862,1609310,35689,153202,
3861,Sali Multi Series Fund V,Multi Fund Management,0.7574941051754123,1700474,55501,108022,
3862,Blackstone Tactical Opportunities Fund Iii Lux Scsp,Blackstone Tactical Opportunities Advisors,0.7235228506761626,1712940,40160,160157,142093.0
3863,Douglas Lake Minerals,Douglas C Lane Associates,0.8894618515514829,1297223,23692,282563,6062.0
3864,Creel Information Technology,Reformation Technologies,0.7320361291189695,1696985,39016,173948,
3865,Mcdonald: Dynamic Equity Offshore,S,1.0,1415768,58616,108401,
3866,O Labs,Financial Labs,0.8482339172742718,1737070,42000,130660,
3867,Stw Resources Holding,Resource Land Holdings,0.8191799131150158,1357838,23968,277109,
3868,Geosphere Fund,Geosphere Capital Management,0.7186068292946038,1415618,31065,160088,3378.0
3869,Prism Amber Fund,Prism Funds,0.7620783245969336,1486375,32421,147911,
3870,Eratz Investments,Kaitz Investments,0.77555949696436,1456322,31716,157459,
3871,Mudrick Distressed Senior Secured Fund Offshore,Blackstone Distressed Securities Advisors,0.9907489490664577,1722323,40700,134013,
3872,Tosca Opportunity,Fimi Opportunity ,0.7974482384679678,1459292,31823,283196,
3873,Galaxy Benchmark Crypto Index Fund,Cryptoindex Capital Management,0.9868282893897158,1746733,43000,290157,
3874,Thai Focused Equity Us Feeder Fund,Pr Equity Fund Management,0.9597638685987022,1381810,30583,317652,
3875,Algebris Long Only Global Financials Fund,S,1.0,1590859,35076,108401,
3876,Hillcrest Petroleum,Hillcrest Asset Management,0.891755393378769,1418149,31108,145078,411.0
3877,Simple Fill,Simple Capital,0.7152960464205728,1617408,35975,140791,
3878,Fifth Khagan,Amin Khakiani,0.9964339935107447,1749677,43180,133940,
3879,Linnaeus Therapeutics,Astraeus Advisers,0.9546060830997246,1752026,43304,148562,
3880,Northwood Liquid Opportunities,Northwood Investors,0.9371235401574441,1725509,40890,161406,104033.0
3881,Orchard Landmark,Orchard Financial,0.8647303612097131,1586488,34983,300320,
3882,Grove Collaborative,Collaborative Wealth,0.6601395569866402,1680311,57760,142106,145576.0
3883,All Pro Funding Iii,Teec Angel Fund Iii,0.979555106307279,1639474,54851,174902,
3884,Petzey Technology,Ii Technology,0.7554597669088652,1769040,46025,282760,
3885,Discovery Energy,Discovery Capital,0.7986836795666957,1435387,31382,136837,
3886,Strongbridge Biopharma Plc,S,0.9999999999999999,1634432,36474,108401,
3887,Liveoak Venture Partners Ii,Us Venture Partners,0.8715613273605074,1710418,39975,160112,
3888,Truck Capital Offshore,Troob Capital Management Offshore,0.7640511384873194,1646412,36974,138647,8222.0
3889,Bahia Am Brazil Equity Fund,Pr Equity Fund Management,0.9902864162326024,1535188,33526,317652,
3890,Ecosphere Technologies,Income Technologies,0.7059775918388284,1071760,22491,284678,
3891,Pipeline Equity, Equity,0.7900245593909936,1724824,40835,310628,
3892,Tiger Global Long Opportunities,Target Global Selected Opportunities,0.8470208978140871,1588773,35033,311110,
3893,Peachtree Hotel Value Income Fund Iii,S,0.9999999999999999,1787511,60123,108401,
3894,Stae,Maeris,0.8577069552937053,1671094,37897,168358,
3895,Harborwalk Opportunistic Investor,Opportunity Cost Investors,0.9013290305362281,1665004,37590,316066,
3896,Dhandho Junoon Offshore,Dhandho Funds,0.9098250179506258,1676539,38196,283147,
3897,Bay Capital Investments,Bay Capital,0.741265199161361,1531209,33455,113776,
3898,Harvest Capital Enhanced,Capital Enhancement,0.6652931099783334,1459931,31850,124132,
3899,Vividion Therapeutics,S,1.0,1671687,37945,108401,
3900,Commonfund Institutional Multi Strategy Bond Fund,Commonfund Capital,0.9019748907706271,1451732,31629,110657,
3901,Regenerx Biopharmaceuticals,S,1.0,707511,21231,108401,
3902,Alphadyne International Erisa Fund,Alphadyne Asset Management,0.9386788247038496,1539575,33610,138564,
3903,Blackgold Opportunity Fund,Cobro Opportunity Fund Gp,0.8524295496271604,1522662,56608,309434,
3904,Manatuck Hill Mariner Onshore Fund,Manatuck Hill Partners,0.8736800132493734,1254432,29311,160689,3490.0
3905,Ubiquitilink,Ubiquity Management,0.7188369305165918,1723785,40782,311168,
3906,Revelis Bioeclipse Spv Ii A Series Of Revelis Spv Master,S,0.9999999999999997,1765465,44484,108401,
3907,Digital Cinema Destinations,Destination Capital Management,0.9246639242023461,1510326,24782,135333,
3908,Emc Alpha Fund,Alpha Funders,0.7629422352277011,1598249,35289,279030,
3909,Zweig Dimenna Investors,Zweig Dimenna Associates,0.6273827348818997,1062733,28145,161385,4395.0
3910,Lim Japan Fund,Jam Fund,0.8104025846358561,1529612,54167,311616,
3911,Bullsnbearscom,S,1.0,1543272,24885,108401,
3912,Quiq,Quish,0.9217327772459711,1681438,38443,146212,
3913,American Midstream Partners,Americana Partners,0.805055628298456,1513965,24792,301354,75338.0
3914,Northwest Biotherapeutics,Northwest Advisors,0.9865299554601981,1072379,22499,154032,
3915,Gallatin Auxiliary Trading,Malti Trading,0.9962026921117916,1483883,32378,144581,
3916,Clearforce,Clearfork Financial Planning,0.9280577183484741,1746879,43016,306492,
3917,Image Chain Group Limited,Aim Group Limited,0.8940005888477348,1598924,25023,169714,
3918,Surge Global Energy,Energea Global,0.7043272234590894,1053648,22373,306931,
3919,Cannon Capital Composites I,Cannon Capital,0.8009724654548477,1781503,52751,288686,
3920,Physicians Realty,Physicians Wealth Management,0.6712786482080814,1583994,34925,166848,
3921,Carewave Medical,Medici,0.9404727237548481,1732662,41477,315941,
3922,Tap Fund Tap Strategy Portfolio,Portfolio Strategy Management,0.8698405780525529,1483676,32376,123159,
3923,E Legal,Legalist,0.8746863570892838,1753936,43405,297876,
3924,Finovera,Hanover,0.7490514787179575,1541335,57444,138761,
3925,Sqm Frontier Africa Fund,Sqm Frontier Management,0.7661568361990411,1493148,32567,156763,
3926,Cosmos Holdings,Foster Holdings,0.7589187823343437,1474167,24633,128424,
3927,Stanphyl Capital Partners, Capital Partners,0.8690920211028109,1520190,33175,313414,
3928,Wellness Center Usa,The Financial Wellness Center,0.8585871990008626,1516887,24810,315876,
3929,Brookfield Infrastructure Fund Iv A,Fiera Infrastructure,0.8884712423475588,1755439,43502,304286,
3930,Riskowitz Value Fund,Value Fund Advisors,0.9924024117036453,1514863,33025,129654,
3931,Credit Sesame,Cresap,0.8602694651110647,1721323,40641,25899,
3932,Minn Shares,Carlin Shats,0.946547619041342,728447,21285,137010,
3933,Lansdowne Developed Markets Strategic Investment Fund,Strategic Development Investments,0.8368003807508221,1472145,60011,143295,
3934,Gt Mlp Fund,S,1.0,1442813,31518,108401,
3935,Pierre,Pier,0.6662664118064356,1652958,37210,158377,
3936,Dehesa Partners,Dehesa Capital,0.7433188630580001,1666343,37656,282964,
3937,Caprock Oil,Caprock Capital,0.8830646341564276,1277998,23626,142433,
3938,Bernoulli Fund,Corner Fund,0.9829534410588271,1457489,31753,324676,
3939,Invesco Us Income Fund,Invesco,0.8424770178719536,1575920,34657,126572,2372.0
3940,Segra International,Strategic International,0.8097817520662745,1748491,43116,287914,
3941,Redox,S,0.9999999999999999,1627923,36259,108401,
3942,Jjmt Capital,Jjm Financial Strategies,0.9757808098783298,1655037,37269,108635,
3943,Hgi Kf Select,S,0.9999999999999999,1778675,51247,108401,
3944,Wasabi Ventures Partners Funds,Path Ventures Fund I Partners,0.8798917380153174,1768998,46002,305828,
3945,Mesirow Centennial Fund,Mesirow Financial,0.8541604243907204,1745504,42861,2764,822.0
3946,Terrestrial Energy,Map Energy,0.8348964141656587,1657352,37349,301882,
3947,Starwood Opportunity Zone Partners Ii A,Allagash Opportunity Zone Partners,0.7410270376881924,1778667,51242,299503,
3948,Enspectra Health,Conspecta Capital,0.9244901254941598,1619556,36040,172507,
3949,Lixivia,Livian,0.9104840593621476,1570565,54007,153771,142633.0
3950,Principal Enhanced Property Asp Fund A Series Of Alternative Strategies Real Estate Platform,Master Structured Alternative Asset Related Strategies,0.9548761492706908,1528509,55120,153888,
3951,Hobbydb,S,0.9999999999999999,1706765,57334,108401,
3952,Highland Apex Partners,Highland Capital Partners,0.7282525923283029,1780942,52451,161205,4652.0
3953,Blackstone Partners Offshore Fund Class X Shares,Blackstone Management Partners,0.9750038565374836,1581759,34867,109108,2810.0
3954,Jericho Capital Partners,Jericho Capital Asset Management,0.7873252178744896,1468076,32099,156701,4118.0
3955,Prosperoware,Prospero Wealth,0.7962769697150454,1739871,42278,289966,
3956,Mfn Partners,Mfn Partners Management,0.4147523591594221,1732960,41497,291755,20725.0
3957,Base Rate Fund,Ras Fund Management,0.8936775045466071,1762660,44074,123259,
3958,Curaleaf Holdings,Grafine Capital Holdings,0.791484147718976,1756770,43582,309490,
3959,Vitanova Biomedical,S,0.9999999999999999,1776700,50200,108401,
3960,Stageo Fund,Stageo Management,0.8179764080372398,1696621,39003,284574,
3961,Clean Wind Energy Tower,Clean Energy Capital,0.8056691118331009,95572,21074,133013,
3962,Wvp Emerging Manager Private Fund Crowd Out Series,S,0.9999999999999999,1733602,41579,108401,
3963,Glyeco,S,1.0,931799,21991,108401,
3964,Hedgepath Pharmaceuticals,Leerink Pharmaceutical Investments,0.9088168158624575,1042418,22300,172514,
3965,Ph Group Parent,Group ,0.86740475824131,1759655,43798,299161,
3966,Endurance Exploration Group,Capital Endurance Group,0.8134702939517636,1392902,24184,284793,
3967,Spot Mobile International,Moneda International,0.9599086310515594,913659,21896,163449,142735.0
3968,Riptide Io,Riptide Ventures,0.856193159346817,1614854,55127,324811,
3969,Andalay Solar,S,0.9999999999999999,1347452,23915,108401,
3970,Provenire Technology Partners,Technology Partners,0.5838413836905408,1595984,35221,160362,
3971,Tala Security,Wealth Security,0.7574659065412324,1684295,38555,149983,
3972,Nhit: Core Disciplined Alpha Trust,Disciplined Alpha,0.8909357671511433,1685026,38574,167254,17907.0
3973,Ipsidy,Ips Advisors,0.8873047414977843,1534154,24866,172840,
3974,Verdad Japan Fund,Verdane Fund Manager Ab,0.9133111584238052,1702895,39437,308347,
